option_state,option_owner,strike,amount,strikeAmount.mul(optionCollateralizationRatio).div(100).add(strikeFee),premium,expiration_date,optionType,market
1,0x3238B53A910B69f5dBDb31786613cE944536BA19,39430000000,20000000000000000000,20000000000000000000,1710500000000000000,1606175257,2,eth_options
3,0x128f19a6FdD737B0937627738313E8BF5527ACEB,40538000000,1000000000000000000,1000000000000000000,16115000000000000,1603910947,1,eth_options
1,0x432DcBdA06e8B296CA29705572D7cb6315Ed8Bed,40601000000,5000000000000000000,5000000000000000000,213651317393660254,1604429746,2,eth_options
1,0x098d818816f0427d513d5AE66b4d55fDF55a89c9,40704344956,500000000000000000,500000000000000000,30222500000000000,1605038644,2,eth_options
1,0xB6d3D9bc0e8Ab251C0eb29bD7c0E53bf482B3093,40400000000,1000000000000000000,1000000000000000000,60445000000000000,1605046337,2,eth_options
3,0xE9B80B4cF85d7709583DFF27c1F51B289Cd1E152,40520398993,1000000000000000000,1000000000000000000,16115000000000000,1603926596,2,eth_options
1,0x198ad6C547D20d70f2F656a4F48e6c7cfb7B4325,41400000000,500000000000000000000,500000000000000000000,42180950329746980676,1606271555,2,eth_options
2,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,39308000000,10000000000000000000,10000000000000000000,425272754430379746,1604485228,1,eth_options
3,0x9777dAaBf322d38af7A49A66dC55F3086127baeA,39630618936,39000000000000000000,39000000000000000000,628459408309697033,1603967790,2,eth_options
2,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,39385000000,9000000000000000000,9000000000000000000,666270000000000000,1605697586,1,eth_options
3,0x61efDc88bb6Dc02A18DFB9a240800398599BAC64,39014362358,100000000000000000000,100000000000000000000,1611500000000000000,1603972431,1,eth_options
2,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,38662799655,250000000000000000000,250000000000000000000,4028750000000000000,1603983306,2,eth_options
1,0xE9B80B4cF85d7709583DFF27c1F51B289Cd1E152,38430000000,4000000000000000000,4000000000000000000,170940000000000000,1604508821,1,eth_options
1,0x808A023B72260170c95d831F589A1ae0DCa1e43E,38544984696,20000000000000000000,20000000000000000000,854700000000000000,1604517999,2,eth_options
1,0xaFd680FB78648298d13422dA8EB29199e72368EC,38544984696,3000000000000000000,3000000000000000000,256575000000000000,1606333122,2,eth_options
1,0xd95562a170f130cd6aC88491E714B1093c2d3169,38745774262,2800000000000000000,2800000000000000000,169246000000000000,1605134153,2,eth_options
1,0x128f19a6FdD737B0937627738313E8BF5527ACEB,38746000000,100000000000000000000,100000000000000000000,8553132441207118494,1606344059,1,eth_options
1,0x128f19a6FdD737B0937627738313E8BF5527ACEB,38746000000,100000000000000000000,100000000000000000000,8552450172295333711,1606344082,2,eth_options
1,0x245F173d87F2630eF111797Fdb27066676Fa51e8,38800000000,150000000000000000000,150000000000000000000,12808082219969958823,1606377309,1,eth_options
1,0x4C8475548D821E2E4d7F2e3bD2d83a32fFF8131A,77700000000,88000000000000000000,88000000000000000000,3757772574002574002,1606384823,2,eth_options
1,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,38347000000,5000000000000000000,5000000000000000000,213675000000000000,1604577798,2,eth_options
3,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,38453248107,9000000000000000000,9000000000000000000,145035000000000000,1604063041,2,eth_options
3,0x5b11D95bd844e5DE93bC9759a35fc89b40152133,39021650021,1000000000000000000,1000000000000000000,16115000000000000,1604070712,2,eth_options
1,0x3B2cba3423199f73924AD609fa8EeC504E1FaC1f,38903000000,1000000000000000000,1000000000000000000,42662245283338817,1604613364,2,eth_options
1,0x1C329A1396d1F0c985106BD539549293ff5D70Aa,38500000000,10000000000000000000,10000000000000000000,603853400000000000,1605227562,2,eth_options
1,0x6186290B28D511bFF971631c916244A9fC539cfE,37748640398,15400000000000000000,15400000000000000000,930853000000000000,1605260370,2,eth_options
1,0xDdE4812F8185CE19782420f4068f09e8B45425Db,38025220478,2500000000000000000,2500000000000000000,213812500000000000,1606480416,2,eth_options
1,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,38025220478,11000000000000000000,11000000000000000000,664895000000000000,1605271177,2,eth_options
1,0xE551388B683BB1E34e27E5a7b00eaBE79b080Bf7,38304928747,6000000000000000000,6000000000000000000,362670000000000000,1605294825,1,eth_options
1,0x7fd8A3e656C90A0e3cd703e4bA46aa4C9d9e84fB,38411000000,20000000000000000000,20000000000000000000,854700000000000000,1604705879,2,eth_options
1,0x16304dAE95525d603E2C15aB385C5463A6b2113B,32000000000,10000000000000000000,10000000000000000000,502464377158563038,1605322815,1,eth_options
1,0xc1178D5BADA448126A5054EAF4e7c2f3fCa5E974,38800000000,1000000000000000000,1000000000000000000,84657849414471005,1606546177,2,eth_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,38734643331,60000000000000000000,60000000000000000000,5131500000000000000,1606552606,2,eth_options
1,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,38914343849,250000000000000000000,250000000000000000000,15111250000000000000,1605347933,2,eth_options
1,0x9fAe1b2Be0A8D7e64780fd740F8AD05188E8170A,39201000000,2000000000000000000,2000000000000000000,85265051656845488,1604751915,2,eth_options
1,0x9c5083dd4838E120Dbeac44C052179692Aa5dAC5,38616902284,4000000000000000000000,4000000000000000000000,296120000000000000000,1605982287,1,eth_options
1,0xaC9e6fA8Ad5214F365E99eE96227598eA1E4B20c,38616902284,28000000000000000000,28000000000000000000,1196580000000000000,1604774919,1,eth_options
1,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,38579204581,400000000000000000000,400000000000000000000,29612000000000000000,1605985169,1,eth_options
1,0x4C8475548D821E2E4d7F2e3bD2d83a32fFF8131A,77700000000,88000000000000000000,88000000000000000000,3753994944658944658,1606641204,2,eth_options
1,0x2de14DB256Db2597fe3c8Eed46eF5b20bA390823,45000000000,25000000000000000000,25000000000000000000,920731493085250000,1604835843,2,eth_options
1,0x52AF787439a82f36d6eF6B0dA0f0E5eCCe29fF90,38778048593,2000000000000000000,2000000000000000000,85470000000000000,1604841960,2,eth_options
1,0xe90B4aA6002E263031E9A05d50CE8709B9F92fa8,38827845147,20000000000000000000,20000000000000000000,1480600000000000000,1606056382,1,eth_options
1,0xF9107317B0fF77eD5b7ADea15e50514A3564002B,38934000000,1000000000000000000,1000000000000000000,42735000000000000,1604856889,2,eth_options
1,0xF9107317B0fF77eD5b7ADea15e50514A3564002B,38934000000,1000000000000000000,1000000000000000000,42735000000000000,1604856889,1,eth_options
2,0xEb91FbD00444FcB9078030933A9beaB5a8C731FC,1135456371997,50000000,50000000,3498750,1604785049,2,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,20000000000000,180000000,180000000,715082,1604785228,2,btc_options
3,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,20000000000000,200000000,200000000,149709,1602452623,2,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,20000000000000,690000000,690000000,2741147,1604785545,2,btc_options
1,0x68924BC68Ff1357A0A08A20C64D538D9b9241574,1135500000000,100000000,100000000,6061074,1604181008,1,btc_options
3,0xEb91FbD00444FcB9078030933A9beaB5a8C731FC,1135456371997,19000000,19000000,664335,1602971927,2,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,200000000000000,500000000,500000000,198633,1604786375,2,btc_options
1,0x085af0cee7918f11e3983A9433B92A003153b155,100000000000000,500000000,500000000,397267,1604786381,2,btc_options
3,0xEb91FbD00444FcB9078030933A9beaB5a8C731FC,1135658000000,54200000,54200000,1895103,1602972707,2,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,100000000,1000000000,1000000000,6161,1604788149,1,btc_options
3,0xEb91FbD00444FcB9078030933A9beaB5a8C731FC,1135658000000,40000000,40000000,527400,1602455547,1,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,1000000000,700000000,700000000,43131,1604788479,1,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,1000000000,400000000,400000000,24646,1604788526,1,btc_options
1,0x8Dc82ddbf1EfB4BeFcb577B1c0A6EfB812A0c562,1135658000000,1000000,1000000,69975,1604789101,2,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,1000000000,110000000,110000000,6777,1604789166,1,btc_options
1,0x085af0cee7918f11e3983A9433B92A003153b155,1000000000,300000000,300000000,18484,1604789296,1,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,1000000000,200000000,200000000,12323,1604789665,1,btc_options
1,0x085af0cee7918f11e3983A9433B92A003153b155,1000000000,100000000,100000000,6161,1604790051,1,btc_options
1,0xC6f8Bcce8cc2f61A0323d211660120289283C9dE,5000000000,370000000,370000000,98669,1604188168,1,btc_options
1,0x049261c9110499B6135b0Cba5dC391104b8109Ac,1135658000000,50000000,50000000,3498750,1604795256,1,btc_options
1,0xD799F16d365bD525e0Cb0ed625c499b220b70cA8,1135658000000,400000000,400000000,24228000,1604191233,1,btc_options
2,0xD799F16d365bD525e0Cb0ed625c499b220b70cA8,1135658000000,400000000,400000000,24228000,1604192649,2,btc_options
1,0x049261c9110499B6135b0Cba5dC391104b8109Ac,1132203757768,50000000,50000000,3498750,1604800088,2,btc_options
2,0xD799F16d365bD525e0Cb0ed625c499b220b70cA8,1132203757768,430000000,430000000,15034950,1602987793,2,btc_options
3,0xD799F16d365bD525e0Cb0ed625c499b220b70cA8,1132203757768,420000000,420000000,14685300,1602987934,1,btc_options
2,0xBfdC90836149D0C3DEC9fCc09c5CB8E36d177270,1160000000000,200000000,200000000,13679440,1604810082,2,btc_options
1,0xF9107317B0fF77eD5b7ADea15e50514A3564002B,1136944000000,10000000,10000000,699750,1604828331,1,btc_options
2,0x827eA2C64d3f5093F632ab6DaA94EE8d7eEe0686,1135484000000,40000000,40000000,2799000,1604847718,2,btc_options
2,0x6144923B656fbAc72F486796a2a33750Dc6c559f,1140665000000,30000000,30000000,2099250,1604865572,2,btc_options
1,0x2C2f838F0DAc3f4915F4A57f3cB63abcd806EE40,1130688000000,10000000,10000000,699750,1604873904,1,btc_options
2,0xe5191066DACbC1a9FaE39B6d739dF2f6Aee12045,1155347676326,500000000,500000000,34987500,1604953881,2,btc_options
2,0xe5191066DACbC1a9FaE39B6d739dF2f6Aee12045,1155347676326,500000000,500000000,34987500,1604953935,2,btc_options
1,0xb126afa1075BbfBBe49E8321c6016f9B7CE5Ca13,1166533789825,15000000,15000000,1049625,1604962712,1,btc_options
2,0xb126afa1075BbfBBe49E8321c6016f9B7CE5Ca13,1166533789825,70000000,70000000,4898250,1604962848,2,btc_options
2,0x8042d9d476cfD2CC1BcdB4326D5cA3F30a994379,1154975000000,30000000,30000000,1483650,1603759679,1,btc_options
2,0x10f77e56bDCcadE0B4542145e5C408F1f8Bf5AfB,1150647644779,70000000,70000000,2826600,1604407772,2,btc_options
2,0xeA1C4d527F34F7372554B24b9feF950224E4351E,1150000000000,200000000,200000000,8040478,1604409541,2,btc_options
2,0x6144923B656fbAc72F486796a2a33750Dc6c559f,1138990000000,277777700,277777700,12958329,1605028157,2,btc_options
3,0xD1818A80DAc94Fa1dB124B9B1A1BB71Dc20f228d,1145868000000,100000000,100000000,879000,1602713599,1,btc_options
3,0xD22886236f453E9407F54cC2706B2E9C87789702,1140000000000,40000000,40000000,454542,1602721543,2,btc_options
2,0x51aB3DBF9a5089a85E6e3e8252DF7C911078DD84,1140649000000,100000000,100000000,4665000,1605159442,2,btc_options
3,0xD22886236f453E9407F54cC2706B2E9C87789702,1148171000000,200000000,200000000,1758000,1602875585,2,btc_options
2,0xe5191066DACbC1a9FaE39B6d739dF2f6Aee12045,1127687000000,500000000,500000000,23325000,1605244514,2,btc_options
2,0xe5191066DACbC1a9FaE39B6d739dF2f6Aee12045,1127687000000,500000000,500000000,23325000,1605244620,2,btc_options
2,0x5D070F10C330A34306f6308F83Baa5D5C74001a1,1134781000000,10000000,10000000,329700,1604111292,2,btc_options
1,0x049261c9110499B6135b0Cba5dC391104b8109Ac,1135356500000,100000000,100000000,4665000,1605338330,1,btc_options
1,0x049261c9110499B6135b0Cba5dC391104b8109Ac,1135356500000,100000000,100000000,4665000,1605338438,2,btc_options
3,0x502E31fb699f1a0b547DC65f2f0C7AB36f3010e2,1142142030191,10000000,10000000,233100,1603620248,1,btc_options
3,0x8BE5674cAA5db1857b8df20B80ed9a50c06762Ad,99999900000000,100000000,100000000,10076,1603133103,2,btc_options
3,0x8BE5674cAA5db1857b8df20B80ed9a50c06762Ad,1146000000000,100000000,100000000,885594,1603133804,2,btc_options
2,0xD22886236f453E9407F54cC2706B2E9C87789702,1164662000000,300000000,300000000,2637000,1603208305,2,btc_options
2,0x198ad6C547D20d70f2F656a4F48e6c7cfb7B4325,1200000000000,5000000000,5000000000,228445827,1605565135,2,btc_options
2,0x198ad6C547D20d70f2F656a4F48e6c7cfb7B4325,1200000000000,5000000000,5000000000,228445827,1605565808,2,btc_options
2,0x198ad6C547D20d70f2F656a4F48e6c7cfb7B4325,1200000000000,5000000000,5000000000,229486316,1605609682,2,btc_options
2,0x5140c2e3Be04D48E9b7c5FdF016BbEA6A88B2b65,1188866000000,2000000000,2000000000,46620000,1603809046,2,btc_options
2,0xb126afa1075BbfBBe49E8321c6016f9B7CE5Ca13,1188866000000,750000000,750000000,34987500,1605623539,2,btc_options
2,0x198ad6C547D20d70f2F656a4F48e6c7cfb7B4325,1250000000000,5000000000,5000000000,222830256,1605627112,2,btc_options
2,0xF940CE19B9Cd0B9efd586381b488cEfB75EB413F,1194160000000,200000000,200000000,4662000,1603813896,2,btc_options
2,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1191681093882,2100000000,2100000000,48951000,1603816443,2,btc_options
1,0xF55D84504217542D4F39d9bf9A70342744836007,1222137000000,100000000,100000000,4665000,1605673530,2,btc_options
3,0x10f77e56bDCcadE0B4542145e5C408F1f8Bf5AfB,1225768000000,50000000,50000000,439500,1603351845,1,btc_options
3,0x3BAf349bE62f94E7141Cf748CF09d761219757B7,1219790000000,50000000,50000000,439500,1603354459,1,btc_options
2,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,1219738000000,76000000,76000000,3068944,1605088562,2,btc_options
2,0x6299Fcefe393238699AEDC82130a7d4BDED02E41,1220000000000,200000000,200000000,4661002,1603879123,2,btc_options
1,0x3Fd1DdF28f604CFe5FEFA3adc38e38BE2F7208d6,1219739000000,300000000,300000000,9891000,1604484208,2,btc_options
2,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1232579000000,2000000000,2000000000,46620000,1603886227,2,btc_options
2,0x8cCa25F558cf8ffC1e084e48489AC7638c401beF,1232579000000,5000000000,5000000000,116550000,1603886308,2,btc_options
2,0x6144923B656fbAc72F486796a2a33750Dc6c559f,1243879000000,300000000,300000000,9891000,1604496061,2,btc_options
3,0x3BAf349bE62f94E7141Cf748CF09d761219757B7,1243879000000,100000000,100000000,879000,1603374355,1,btc_options
2,0x1de1303a06EcEaEd21D333337D71C1113261515a,1274716000000,500000000,500000000,16485000,1604500335,2,btc_options
2,0x58C62FB35eA0b936F22cc1680eFA3f7b3798712D,1270600000000,500000000,500000000,16496787,1604501512,2,btc_options
2,0xDdE4812F8185CE19782420f4068f09e8B45425Db,1271248636933,11000000,11000000,256410,1603897293,2,btc_options
2,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,1286137393374,1500000000,1500000000,49455000,1604507857,2,btc_options
1,0x5D070F10C330A34306f6308F83Baa5D5C74001a1,1286137393374,80000000,80000000,3732000,1605717457,2,btc_options
2,0xECB949c68C825650fD9D0Aebe0cd3796FD126e66,1280000000000,50000000,50000000,1895001,1604508185,2,btc_options
1,0x6B5422143e8ABDf03Db19c6058de007d27465Bd3,1281412000000,1300000,1300000,60645,1605733698,2,btc_options
1,0x4718fc7E40092A9d5FC584699AEA1AA4c6f63D33,1282554530329,200000000,200000000,6594000,1604561196,2,btc_options
2,0x5CD364dF460c40588b865D6985F530767263CF84,1284986000000,150000000,150000000,1318500,1603445160,2,btc_options
1,0x049261c9110499B6135b0Cba5dC391104b8109Ac,1287235000000,300000000,300000000,13995000,1605791385,1,btc_options
1,0x049261c9110499B6135b0Cba5dC391104b8109Ac,1287235000000,300000000,300000000,13995000,1605791593,2,btc_options
2,0x432DcBdA06e8B296CA29705572D7cb6315Ed8Bed,1310513000000,10000000,10000000,117200,1603484710,1,btc_options
1,0xe84f67ECa9eD5C69C0915B13533Eb09B63f0EdB1,1300000000000,198000000,198000000,12298206,1605832104,2,btc_options
1,0x6144923B656fbAc72F486796a2a33750Dc6c559f,1292372000000,300000000,300000000,16152000,1605235173,2,btc_options
2,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,1293465964053,70000000,70000000,2175600,1604070868,1,btc_options
3,0x128f19a6FdD737B0937627738313E8BF5527ACEB,1294100000000,100000000,100000000,1172859,1603573069,2,btc_options
3,0x3BAf349bE62f94E7141Cf748CF09d761219757B7,1299733000000,100000000,100000000,1172000,1603637246,2,btc_options
3,0xD22886236f453E9407F54cC2706B2E9C87789702,1313734000000,200000000,200000000,2344000,1603683128,2,btc_options
1,0xF9107317B0fF77eD5b7ADea15e50514A3564002B,1296399537267,10000000,10000000,622000,1606061820,1,btc_options
1,0x0682EBeC1F898110D1E5741e2c7DAFFfB6a47870,1290000000000,2000000,2000000,61645,1604251870,1,btc_options
3,0xe05d396512959b5bFD1EA9be3CD09A2412e4010c,1299997000000,700000000,700000000,8204000,1603740537,1,btc_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1310133662204,1000000000,1000000000,62200000,1606129896,2,btc_options
1,0x0A53E28f2f7b27971E18a6305C2C74A449BADd2e,1308136000000,100000000,100000000,5384000,1605572849,2,btc_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1313616000000,500000000,500000000,31100000,1606213359,2,btc_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1313616000000,500000000,500000000,31100000,1606213625,2,btc_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1336474000000,1000000000,1000000000,62200000,1606217239,2,btc_options
1,0xDdE4812F8185CE19782420f4068f09e8B45425Db,1358285313119,10000000,10000000,622000,1606236276,1,btc_options
1,0xaC9e6fA8Ad5214F365E99eE96227598eA1E4B20c,1361415000000,100000000,100000000,3108000,1604424245,2,btc_options
2,0xe05d396512959b5bFD1EA9be3CD09A2412e4010c,1367559000000,1000000000,1000000000,11720000,1603915685,1,btc_options
1,0x5CD364dF460c40588b865D6985F530767263CF84,1367559000000,50000000,50000000,3110000,1606249080,2,btc_options
1,0x6144923B656fbAc72F486796a2a33750Dc6c559f,1367559000000,150000000,150000000,9330000,1606249182,2,btc_options
1,0x8cCa25F558cf8ffC1e084e48489AC7638c401beF,1367559000000,2500000000,2500000000,155500000,1606249504,2,btc_options
1,0xe05d396512959b5bFD1EA9be3CD09A2412e4010c,1373126000000,960000000,960000000,51686400,1605651365,1,btc_options
1,0xCCe853ECB829d914d119724761e3deb6ad982047,1373206546928,1000000,1000000,62200,1606265886,2,btc_options
1,0x8cCa25F558cf8ffC1e084e48489AC7638c401beF,1339282000000,2500000000,2500000000,155500000,1606306640,2,btc_options
1,0x1de1303a06EcEaEd21D333337D71C1113261515a,1307267909280,250000000,250000000,15550000,1606313560,2,btc_options
1,0x8cCa25F558cf8ffC1e084e48489AC7638c401beF,1307267909280,2500000000,2500000000,155500000,1606313670,1,btc_options
2,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,1298196000000,2000000000,2000000000,23440000,1603981248,2,btc_options
2,0xD22886236f453E9407F54cC2706B2E9C87789702,1308222545668,600000000,600000000,18648000,1604503373,2,btc_options
1,0xDdE4812F8185CE19782420f4068f09e8B45425Db,1313503000000,10000000,10000000,622000,1606323383,2,btc_options
1,0x099686478448CE02F8E61C6b01904d0548daeAe5,1350000000000,50000000,50000000,3546737,1606413957,2,btc_options
2,0x6481B4521Ad2Bb4b5ba4872e4a4D7829e5120eb0,1326602689430,20000000,20000000,234400,1604152876,2,btc_options
2,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,1344548000000,2000000000,2000000000,23440000,1604158620,2,btc_options
2,0x091dDfcE101BeCd8556E863CA08C331Ba190C733,1353068429767,200000000,200000000,2344000,1604175530,2,btc_options
1,0x091dDfcE101BeCd8556E863CA08C331Ba190C733,1353068429767,100000000,100000000,6220000,1606508744,2,btc_options
1,0x16304dAE95525d603E2C15aB385C5463A6b2113B,1500000000000,50000000,50000000,2005970,1605321661,2,btc_options
1,0x4E60bE84870FE6AE350B563A121042396Abe1eaF,1391100000000,2000000000,2000000000,124400000,1606557874,2,btc_options
1,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,1397342370841,5000000000,5000000000,155400000,1604744026,1,btc_options
1,0x6481B4521Ad2Bb4b5ba4872e4a4D7829e5120eb0,1382487042024,30000000,30000000,351600,1604228071,2,btc_options
1,0xD22886236f453E9407F54cC2706B2E9C87789702,1388644168872,500000000,500000000,5860000,1604229752,2,btc_options
1,0x198ad6C547D20d70f2F656a4F48e6c7cfb7B4325,1400000000000,20000000000,20000000000,616033765,1604753162,2,btc_options
1,0x128f19a6FdD737B0937627738313E8BF5527ACEB,1380800000000,300000000,300000000,18665006,1606595055,2,btc_options
1,0xF35Bb0619b0d78613C42dBc9e44d535749649dCB,1383326627863,10000000,10000000,622000,1606610150,2,btc_options
